25769803787,68719476777,REACHING_DEF,"tmp3 = {}
tmp3"
25769803787,30064771114,REACHING_DEF,"tmp3 = {}
tmp3"
25769803787,30064771114,REACHING_DEF,
30064771072,124554051584,REACHING_DEF,G = 0
30064771073,30064771074,REACHING_DEF,self.f
30064771073,115964116993,REACHING_DEF,self.f
30064771073,68719476739,REACHING_DEF,self.f
30064771073,124554051586,REACHING_DEF,self.f
30064771074,124554051586,REACHING_DEF,self.f = 0
30064771075,30064771076,REACHING_DEF,[0]
30064771075,124554051586,REACHING_DEF,[0]
30064771076,30064771077,REACHING_DEF,[0] * 4
30064771076,30064771078,REACHING_DEF,[0] * 4
30064771076,124554051586,REACHING_DEF,[0] * 4
30064771077,30064771078,REACHING_DEF,self.arr
30064771077,115964116993,REACHING_DEF,self.arr
30064771077,124554051586,REACHING_DEF,self.arr
30064771078,124554051586,REACHING_DEF,self.arr = [0] * 4
30064771079,124554051585,REACHING_DEF,__init__ = def __init__(...)
30064771081,68719476740,REACHING_DEF,class S<meta>(...).<fakeNew>()
30064771081,30064771082,REACHING_DEF,class S<meta>(...).<fakeNew>()
30064771081,124554051587,REACHING_DEF,class S<meta>(...).<fakeNew>()
30064771082,124554051587,REACHING_DEF,__newInstance = class S<meta>(...).<fakeNew>()
30064771084,124554051587,REACHING_DEF,__newInstance.__init__()
30064771085,141733920769,REACHING_DEF,
30064771085,124554051588,REACHING_DEF,
30064771086,141733920770,REACHING_DEF,__init__(self)
30064771086,124554051589,REACHING_DEF,__init__(self)
30064771087,124554051584,REACHING_DEF,S = class S<meta>(...)
30064771088,124554051584,REACHING_DEF,def <body>(...)()
30064771089,124554051590,REACHING_DEF,x = 1
30064771090,124554051590,REACHING_DEF,x += 2
30064771091,68719476752,REACHING_DEF,s.f
30064771091,30064771092,REACHING_DEF,s.f
30064771091,115964116997,REACHING_DEF,s.f
30064771091,124554051590,REACHING_DEF,s.f
30064771092,124554051590,REACHING_DEF,s.f = 3
30064771094,30064771095,REACHING_DEF,s.arr[i]
30064771094,124554051590,REACHING_DEF,s.arr[i]
30064771095,124554051590,REACHING_DEF,s.arr[i] = 4
30064771096,124554051590,REACHING_DEF,G = x
30064771097,68719476758,REACHING_DEF,"(x, x)"
30064771097,30064771098,REACHING_DEF,"(x, x)"
30064771097,124554051590,REACHING_DEF,"(x, x)"
30064771098,124554051590,REACHING_DEF,"tmp0 = (x, x)"
30064771099,68719476759,REACHING_DEF,tmp0[0]
30064771099,30064771100,REACHING_DEF,tmp0[0]
30064771099,68719476762,REACHING_DEF,tmp0[0]
30064771099,124554051590,REACHING_DEF,tmp0[0]
30064771100,124554051590,REACHING_DEF,a = tmp0[0]
30064771101,68719476761,REACHING_DEF,tmp0[1]
30064771101,30064771102,REACHING_DEF,tmp0[1]
30064771101,124554051590,REACHING_DEF,tmp0[1]
30064771102,124554051590,REACHING_DEF,b = tmp0[1]
30064771103,68719476765,REACHING_DEF,"(b, a)"
30064771103,30064771104,REACHING_DEF,"(b, a)"
30064771103,124554051590,REACHING_DEF,"(b, a)"
30064771104,124554051590,REACHING_DEF,"tmp1 = (b, a)"
30064771105,68719476769,REACHING_DEF,tmp1[0]
30064771105,68719476766,REACHING_DEF,tmp1[0]
30064771105,30064771106,REACHING_DEF,tmp1[0]
30064771105,124554051590,REACHING_DEF,tmp1[0]
30064771106,124554051590,REACHING_DEF,a = tmp1[0]
30064771107,68719476768,REACHING_DEF,tmp1[1]
30064771107,30064771108,REACHING_DEF,tmp1[1]
30064771107,124554051590,REACHING_DEF,tmp1[1]
30064771108,124554051590,REACHING_DEF,b = tmp1[1]
30064771109,124554051590,REACHING_DEF,tmp2 = 7
30064771110,124554051590,REACHING_DEF,y = tmp2
30064771111,124554051590,REACHING_DEF,x = tmp2
30064771112,68719476775,REACHING_DEF,{}
30064771112,30064771113,REACHING_DEF,{}
30064771112,124554051590,REACHING_DEF,{}
30064771113,124554051590,REACHING_DEF,tmp3 = {}
30064771114,124554051590,REACHING_DEF,"d = tmp3 = {}
tmp3"
30064771115,30064771116,REACHING_DEF,"d[""k""]"
30064771115,124554051590,REACHING_DEF,"d[""k""]"
30064771116,124554051590,REACHING_DEF,"d[""k""] = 6"
30064771117,124554051584,REACHING_DEF,run = def run(...)
68719476736,30064771072,REACHING_DEF,G
68719476736,124554051584,REACHING_DEF,G
