25769803776,BLOCK,-1,,,,1,,1,0,213,1,,ANY
25769803777,BLOCK,-1,,,,1,,2,6,68,1,,ANY
25769803778,BLOCK,-1,,,,5,,3,19,68,1,,ANY
25769803779,BLOCK,-1,,,,18,,3,32,36,1,,ANY
25769803780,BLOCK,-1,,,,18,,3,32,36,1,,ANY
25769803781,BLOCK,-1,,,,5,,3,19,68,1,,ANY
25769803782,BLOCK,-1,,,"S = class S<meta>(...)
def <body>(...)()",1,,2,6,68,2,,ANY
25769803783,BLOCK,-1,,,,1,,4,68,213,1,,ANY
25769803784,BLOCK,-1,,,"tmp0 = (x, x)
a = tmp0[0]
b = tmp0[1]",5,,8,151,162,7,,ANY
25769803785,BLOCK,-1,,,"tmp1 = (b, a)
a = tmp1[0]
b = tmp1[1]",18,,8,164,175,8,,ANY
25769803786,BLOCK,-1,,,"tmp2 = 7
y = tmp2
x = tmp2",5,,9,180,189,9,,ANY
25769803787,BLOCK,2,,,"tmp3 = {}
tmp3",9,,10,198,200,2,,ANY
25769803788,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803789,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803790,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803791,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803792,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803793,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803794,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803795,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803796,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803797,BLOCK,1,,,<empty>,,,,,,1,,ANY
