30064771072,68719476736,ARGUMENT
30064771072,90194313216,ARGUMENT
30064771073,68719476738,ARGUMENT
30064771073,55834574848,ARGUMENT
30064771074,30064771073,ARGUMENT
30064771074,90194313217,ARGUMENT
30064771075,90194313218,ARGUMENT
30064771076,30064771075,ARGUMENT
30064771076,90194313219,ARGUMENT
30064771077,68719476739,ARGUMENT
30064771077,55834574849,ARGUMENT
30064771078,30064771077,ARGUMENT
30064771078,30064771076,ARGUMENT
30064771079,68719476737,ARGUMENT
30064771079,120259084289,ARGUMENT
30064771080,176093659136,ARGUMENT
30064771080,55834574850,ARGUMENT
30064771081,176093659137,ARGUMENT
30064771082,68719476740,ARGUMENT
30064771082,30064771081,ARGUMENT
30064771083,68719476742,ARGUMENT
30064771083,55834574851,ARGUMENT
30064771084,68719476743,ARGUMENT
30064771086,68719476745,ARGUMENT
30064771087,68719476746,ARGUMENT
30064771087,176093659138,ARGUMENT
30064771088,68719476747,ARGUMENT
30064771089,68719476749,ARGUMENT
30064771089,90194313220,ARGUMENT
30064771090,68719476750,ARGUMENT
30064771090,90194313221,ARGUMENT
30064771091,68719476751,ARGUMENT
30064771091,55834574852,ARGUMENT
30064771092,30064771091,ARGUMENT
30064771092,90194313222,ARGUMENT
30064771093,68719476752,ARGUMENT
30064771093,55834574853,ARGUMENT
30064771094,30064771093,ARGUMENT
30064771094,68719476753,ARGUMENT
30064771095,30064771094,ARGUMENT
30064771095,90194313223,ARGUMENT
30064771096,68719476755,ARGUMENT
30064771096,68719476754,ARGUMENT
30064771097,68719476756,ARGUMENT
30064771097,68719476757,ARGUMENT
30064771098,68719476758,ARGUMENT
30064771098,30064771097,ARGUMENT
30064771099,68719476760,ARGUMENT
30064771099,90194313224,ARGUMENT
30064771100,68719476759,ARGUMENT
30064771100,30064771099,ARGUMENT
30064771101,68719476762,ARGUMENT
30064771101,90194313225,ARGUMENT
30064771102,68719476761,ARGUMENT
30064771102,30064771101,ARGUMENT
30064771103,68719476763,ARGUMENT
30064771103,68719476764,ARGUMENT
30064771104,68719476765,ARGUMENT
30064771104,30064771103,ARGUMENT
30064771105,68719476767,ARGUMENT
30064771105,90194313226,ARGUMENT
30064771106,68719476766,ARGUMENT
30064771106,30064771105,ARGUMENT
30064771107,68719476769,ARGUMENT
30064771107,90194313227,ARGUMENT
30064771108,68719476768,ARGUMENT
30064771108,30064771107,ARGUMENT
30064771109,68719476770,ARGUMENT
30064771109,90194313228,ARGUMENT
30064771110,68719476771,ARGUMENT
30064771110,68719476772,ARGUMENT
30064771111,68719476773,ARGUMENT
30064771111,68719476774,ARGUMENT
30064771113,68719476775,ARGUMENT
30064771113,30064771112,ARGUMENT
30064771114,68719476777,ARGUMENT
30064771114,25769803787,ARGUMENT
30064771115,68719476778,ARGUMENT
30064771115,90194313230,ARGUMENT
30064771116,30064771115,ARGUMENT
30064771116,90194313229,ARGUMENT
30064771117,68719476748,ARGUMENT
30064771117,120259084290,ARGUMENT
141733920768,68719476744,ARGUMENT
141733920769,30064771085,ARGUMENT
141733920770,30064771086,ARGUMENT
