68719476736,IDENTIFIER,1,,,G,1,,1,G,0,1,1,,__builtin.int
68719476737,IDENTIFIER,1,,,__init__,5,,3,__init__,19,68,1,,ANY
68719476738,IDENTIFIER,1,,,self,25,,3,self,39,43,1,,ANY
68719476739,IDENTIFIER,1,,,self,37,,3,self,51,55,1,,ANY
68719476740,IDENTIFIER,1,,,__newInstance,18,,3,__newInstance,32,36,1,,ANY
68719476741,IDENTIFIER,-1,,,__newInstance,18,,3,__newInstance,32,36,-1,,ANY
68719476742,IDENTIFIER,1,,,__newInstance,18,,3,__newInstance,32,36,1,,ANY
68719476743,IDENTIFIER,0,,,__newInstance,18,,3,__newInstance,32,36,1,,ANY
68719476744,IDENTIFIER,1,,,__newInstance,18,,3,__newInstance,32,36,1,,ANY
68719476745,IDENTIFIER,0,,,self,5,,3,self,19,68,0,,ANY
68719476746,IDENTIFIER,1,,,S,1,,2,S,6,68,1,,w.py:<module>.S
68719476747,IDENTIFIER,0,,,S,1,,2,S,6,68,1,,w.py:<module>.S
68719476748,IDENTIFIER,1,,,run,1,,4,run,68,213,1,,ANY
68719476749,IDENTIFIER,1,,,x,5,,6,x,100,101,1,,__builtin.int
68719476750,IDENTIFIER,1,,,x,12,,6,x,107,108,1,,__builtin.int
68719476751,IDENTIFIER,1,,,s,5,,7,s,118,119,1,,ANY
68719476752,IDENTIFIER,1,,,s,14,,7,s,127,128,1,,ANY
68719476753,IDENTIFIER,2,,,i,20,,7,i,133,134,2,,ANY
68719476754,IDENTIFIER,2,,,x,32,,7,x,145,146,2,,__builtin.int
68719476755,IDENTIFIER,1,,,G,28,,7,G,141,142,1,,__builtin.int
68719476756,IDENTIFIER,1,,,x,12,,8,x,158,159,1,,__builtin.int
68719476757,IDENTIFIER,2,,,x,15,,8,x,161,162,2,,__builtin.int
68719476758,IDENTIFIER,1,,,tmp0,5,,8,tmp0,151,162,1,,__builtin.tuple
68719476759,IDENTIFIER,1,,,a,5,,8,a,151,152,1,,__builtin.tuple.<indexAccess>
68719476760,IDENTIFIER,1,,,tmp0,5,,8,tmp0,151,162,1,,__builtin.tuple
68719476761,IDENTIFIER,1,,,b,8,,8,b,154,155,1,,__builtin.tuple.<indexAccess>
68719476762,IDENTIFIER,1,,,tmp0,5,,8,tmp0,151,162,1,,__builtin.tuple
68719476763,IDENTIFIER,1,,,b,25,,8,b,171,172,1,,__builtin.tuple.<indexAccess>
68719476764,IDENTIFIER,2,,,a,28,,8,a,174,175,2,,__builtin.tuple.<indexAccess>
68719476765,IDENTIFIER,1,,,tmp1,18,,8,tmp1,164,175,1,,__builtin.tuple
68719476766,IDENTIFIER,1,,,a,18,,8,a,164,165,1,,__builtin.tuple.<indexAccess>
68719476767,IDENTIFIER,1,,,tmp1,18,,8,tmp1,164,175,1,,__builtin.tuple
68719476768,IDENTIFIER,1,,,b,21,,8,b,167,168,1,,__builtin.tuple.<indexAccess>
68719476769,IDENTIFIER,1,,,tmp1,18,,8,tmp1,164,175,1,,__builtin.tuple
68719476770,IDENTIFIER,1,,,tmp2,5,,9,tmp2,180,189,1,,__builtin.int
68719476771,IDENTIFIER,1,,,y,5,,9,y,180,181,1,,__builtin.int
68719476772,IDENTIFIER,2,,,tmp2,5,,9,tmp2,180,189,2,,__builtin.int
68719476773,IDENTIFIER,1,,,x,9,,9,x,184,185,1,,__builtin.int
68719476774,IDENTIFIER,2,,,tmp2,5,,9,tmp2,180,189,2,,__builtin.int
68719476775,IDENTIFIER,1,,,tmp3,9,,10,tmp3,198,200,1,,__builtin.dict
68719476776,IDENTIFIER,-1,,,tmp3,9,,10,tmp3,198,200,2,,__builtin.dict
68719476777,IDENTIFIER,1,,,d,5,,10,d,194,195,1,,__builtin.dict
68719476778,IDENTIFIER,1,,,d,13,,10,d,202,203,1,,__builtin.dict
