25769803776,30064771072,AST
25769803777,94489280512,AST
25769803777,30064771074,AST
25769803777,25769803778,AST
25769803777,47244640256,AST
25769803777,30064771082,AST
25769803777,141733920768,AST
25769803779,30064771075,AST
25769803779,30064771077,AST
25769803780,30064771079,AST
25769803780,30064771080,AST
25769803781,73014444032,AST
25769803781,167503724546,AST
25769803782,141733920769,AST
30064771072,30064771073,AST
30064771072,90194313216,AST
30064771073,68719476736,AST
30064771073,55834574848,AST
30064771074,68719476737,AST
30064771074,90194313217,AST
30064771075,68719476739,AST
30064771075,30064771076,AST
30064771076,68719476740,AST
30064771077,30064771078,AST
30064771077,68719476742,AST
30064771078,68719476741,AST
30064771078,55834574849,AST
30064771079,68719476743,AST
30064771079,90194313218,AST
30064771080,30064771081,AST
30064771080,68719476745,AST
30064771081,68719476744,AST
30064771081,55834574850,AST
30064771082,30064771083,AST
30064771082,68719476747,AST
30064771083,68719476746,AST
30064771083,55834574851,AST
30064771084,68719476749,AST
30064771084,30064771085,AST
30064771085,68719476750,AST
30064771085,55834574852,AST
47244640256,68719476738,AST
47244640256,25769803779,AST
47244640256,25769803780,AST
107374182400,25769803776,AST
107374182400,124554051584,AST
107374182401,111669149696,AST
107374182401,111669149697,AST
107374182401,25769803777,AST
107374182401,124554051585,AST
107374182401,115964116992,AST
107374182401,115964116993,AST
107374182402,25769803781,AST
107374182402,128849018881,AST
107374182402,124554051586,AST
107374182403,111669149698,AST
107374182403,25769803782,AST
107374182403,124554051587,AST
107374182403,115964116994,AST
107374182404,25769803783,AST
107374182404,128849018882,AST
107374182404,124554051588,AST
107374182405,111669149699,AST
107374182405,111669149700,AST
107374182405,25769803784,AST
107374182405,124554051589,AST
107374182405,115964116995,AST
107374182405,115964116996,AST
107374182406,111669149701,AST
107374182406,111669149702,AST
107374182406,25769803785,AST
107374182406,124554051590,AST
107374182406,115964116997,AST
107374182406,115964116998,AST
107374182407,111669149703,AST
107374182407,111669149704,AST
107374182407,25769803786,AST
107374182407,124554051591,AST
107374182407,115964116999,AST
107374182407,115964117000,AST
107374182408,111669149705,AST
107374182408,111669149706,AST
107374182408,25769803787,AST
107374182408,124554051592,AST
107374182408,115964117001,AST
107374182408,115964117002,AST
137438953472,107374182405,AST
137438953472,107374182406,AST
137438953472,107374182407,AST
137438953472,107374182408,AST
137438953473,167503724544,AST
137438953474,167503724545,AST
141733920768,68719476748,AST
141733920769,30064771084,AST
167503724544,107374182401,AST
167503724544,107374182402,AST
167503724544,98784247808,AST
167503724545,107374182400,AST
167503724545,107374182403,AST
167503724545,107374182404,AST
167503724545,98784247809,AST
167503724546,128849018880,AST
167503724546,98784247810,AST
