25769803776,94489280512,AST
25769803776,30064771072,AST
25769803776,30064771073,AST
25769803776,30064771074,AST
25769803776,30064771075,AST
25769803776,30064771077,AST
25769803776,30064771080,AST
25769803776,30064771082,AST
25769803776,30064771084,AST
25769803776,94489280513,AST
25769803776,94489280514,AST
25769803776,30064771086,AST
25769803776,30064771087,AST
25769803776,30064771088,AST
25769803776,30064771089,AST
25769803776,30064771092,AST
25769803776,30064771093,AST
25769803777,167503724545,AST
30064771072,68719476736,AST
30064771072,90194313216,AST
30064771073,68719476737,AST
30064771073,90194313217,AST
30064771074,68719476738,AST
30064771075,30064771076,AST
30064771075,90194313218,AST
30064771076,68719476739,AST
30064771076,55834574848,AST
30064771077,30064771078,AST
30064771077,90194313219,AST
30064771078,30064771079,AST
30064771078,68719476741,AST
30064771079,68719476740,AST
30064771079,55834574849,AST
30064771080,30064771081,AST
30064771080,90194313220,AST
30064771081,68719476742,AST
30064771082,30064771083,AST
30064771082,90194313221,AST
30064771083,68719476743,AST
30064771084,30064771085,AST
30064771084,68719476745,AST
30064771085,68719476744,AST
30064771085,55834574850,AST
30064771086,68719476746,AST
30064771086,68719476747,AST
30064771087,68719476748,AST
30064771087,68719476749,AST
30064771088,68719476750,AST
30064771088,68719476751,AST
30064771088,68719476752,AST
30064771088,68719476753,AST
30064771089,30064771090,AST
30064771089,90194313223,AST
30064771090,30064771091,AST
30064771090,90194313222,AST
30064771091,68719476754,AST
30064771091,55834574851,AST
30064771092,68719476755,AST
30064771093,68719476756,AST
107374182400,111669149696,AST
107374182400,111669149697,AST
107374182400,111669149698,AST
107374182400,25769803776,AST
107374182400,124554051584,AST
107374182400,115964116992,AST
107374182400,115964116993,AST
107374182400,115964116994,AST
107374182401,25769803777,AST
107374182401,128849018881,AST
107374182401,124554051585,AST
107374182402,111669149699,AST
107374182402,111669149700,AST
107374182402,111669149701,AST
107374182402,111669149702,AST
107374182402,25769803778,AST
107374182402,124554051586,AST
107374182402,115964116995,AST
107374182402,115964116996,AST
107374182402,115964116997,AST
107374182402,115964116998,AST
107374182403,111669149703,AST
107374182403,111669149704,AST
107374182403,25769803779,AST
107374182403,124554051587,AST
107374182403,115964116999,AST
107374182403,115964117000,AST
107374182404,111669149705,AST
107374182404,25769803780,AST
107374182404,124554051588,AST
107374182404,115964117001,AST
107374182405,111669149706,AST
107374182405,111669149707,AST
107374182405,25769803781,AST
107374182405,124554051589,AST
107374182405,115964117002,AST
107374182405,115964117003,AST
107374182406,111669149708,AST
107374182406,111669149709,AST
107374182406,25769803782,AST
107374182406,124554051590,AST
107374182406,115964117004,AST
107374182406,115964117005,AST
107374182407,111669149710,AST
107374182407,25769803783,AST
107374182407,124554051591,AST
107374182407,115964117006,AST
137438953472,107374182402,AST
137438953472,107374182403,AST
137438953472,107374182404,AST
137438953472,107374182405,AST
137438953472,107374182406,AST
137438953472,107374182407,AST
137438953473,167503724544,AST
167503724544,107374182400,AST
167503724544,107374182401,AST
167503724544,98784247808,AST
167503724545,128849018880,AST
167503724545,98784247809,AST
167503724545,98784247810,AST
167503724545,98784247811,AST
