30064771072,CALL,-1,,,arr[4],23,STATIC_DISPATCH,,1,<operator>.arrayInitializer,<operator>.arrayInitializer,,,1,,,,ANY
30064771073,CALL,-1,,,x = 1,7,STATIC_DISPATCH,,4,<operator>.assignment,<operator>.assignment,,,2,,,,void
30064771074,CALL,-1,,,x += 2,14,STATIC_DISPATCH,,4,<operator>.assignmentPlus,<operator>.assignmentPlus,,,3,,,,ANY
30064771075,CALL,-1,,,x++,22,STATIC_DISPATCH,,4,<operator>.postIncrement,<operator>.postIncrement,,,4,,,,ANY
30064771076,CALL,-1,,,--x,27,STATIC_DISPATCH,,4,<operator>.preDecrement,<operator>.preDecrement,,,5,,,,ANY
30064771077,CALL,-1,,,s->f = 3,3,STATIC_DISPATCH,,5,<operator>.assignment,<operator>.assignment,,,6,,,,ANY
30064771078,CALL,1,,,s->f,3,STATIC_DISPATCH,,5,<operator>.indirectFieldAccess,<operator>.indirectFieldAccess,,,1,,,,ANY
30064771079,CALL,-1,,,s->arr[i] = 4,13,STATIC_DISPATCH,,5,<operator>.assignment,<operator>.assignment,,,7,,,,ANY
30064771080,CALL,1,,,s->arr[i],13,STATIC_DISPATCH,,5,<operator>.indirectIndexAccess,<operator>.indirectIndexAccess,,,1,,,,ANY
30064771081,CALL,1,,,s->arr,13,STATIC_DISPATCH,,5,<operator>.indirectFieldAccess,<operator>.indirectFieldAccess,,,1,,,,ANY
30064771082,CALL,-1,,,(*p) = 5,28,STATIC_DISPATCH,,5,<operator>.assignment,<operator>.assignment,,,8,,,,ANY
30064771083,CALL,1,,,*p,29,STATIC_DISPATCH,,5,<operator>.indirection,<operator>.indirection,,,1,,,,ANY
30064771084,CALL,-1,,,*p += 1,38,STATIC_DISPATCH,,5,<operator>.assignmentPlus,<operator>.assignmentPlus,,,9,,,,ANY
30064771085,CALL,1,,,*p,38,STATIC_DISPATCH,,5,<operator>.indirection,<operator>.indirection,,,1,,,,ANY
30064771086,CALL,-1,,,g = x,47,STATIC_DISPATCH,,5,<operator>.assignment,<operator>.assignment,,,10,,,,ANY
30064771087,CALL,-1,,,y = x = 7,7,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,12,,,,void
30064771088,CALL,2,,,x = 7,11,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,2,,,,ANY
