25769803776,BLOCK,-1,,,<empty>,,,,,,1,,<empty>
25769803777,BLOCK,-1,,,"{
  int x = 1; x += 2; x++; --x;
  s->f = 3; s->arr[i] = 4; (*p) = 5; *p += 1; g = x;
  int y = x = 7;
}",38,,3,,,4,,void
25769803778,BLOCK,-1,,,<empty>,1,,1,,,1,,ANY
25769803779,BLOCK,-1,,,<empty>,,,,,,1,,ANY
25769803780,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803781,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803782,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803783,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803784,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803785,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803786,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803787,BLOCK,1,,,<empty>,,,,,,1,,ANY
