25769803776,BLOCK,-1,,,<empty>,,,,,,2,,ANY
25769803777,BLOCK,-1,,,"{
  let x = 1; x += 2; x++; --x;
  s.f = 3; s.arr[i] = 4; g = x;
  let [a, b] = [x, x]; [a, b] = [b, a]; ({f: a} = s);
  let y = x = 7; s?.g; g ??= 1;
}",19,,2,,,4,,ANY
25769803778,BLOCK,2,,,"[x, x]",15,,5,,,2,,ANY
25769803779,BLOCK,-1,,,"let [a, b] = [x, x]",6,,5,,,8,,ANY
25769803780,BLOCK,2,,,"[b, a]",32,,5,,,2,,ANY
25769803781,BLOCK,-1,,,"[a, b] = [b, a]",23,,5,,,9,,ANY
25769803782,BLOCK,-1,,,{f: a} = s,41,,5,,,10,,ANY
25769803783,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803784,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803785,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803786,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803787,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803788,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803789,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803790,BLOCK,1,,,<empty>,,,,,,1,,ANY
25769803791,BLOCK,1,,,<empty>,,,,,,1,,ANY
