25769803778,68719476745,REACHING_DEF,"[x, x]"
25769803778,30064771082,REACHING_DEF,"[x, x]"
25769803778,30064771082,REACHING_DEF,
25769803780,68719476759,REACHING_DEF,"[b, a]"
25769803780,30064771093,REACHING_DEF,"[b, a]"
25769803780,30064771093,REACHING_DEF,
30064771072,124554051584,REACHING_DEF,let x = 1
30064771073,124554051584,REACHING_DEF,x += 2
30064771074,124554051584,REACHING_DEF,x++
30064771075,124554051584,REACHING_DEF,--x
30064771076,124554051584,REACHING_DEF,s.f = 3
30064771077,68719476741,REACHING_DEF,s.f
30064771077,30064771076,REACHING_DEF,s.f
30064771077,68719476774,REACHING_DEF,s.f
30064771078,124554051584,REACHING_DEF,s.arr[i] = 4
30064771079,30064771078,REACHING_DEF,s.arr[i]
30064771079,124554051584,REACHING_DEF,s.arr[i]
30064771081,124554051584,REACHING_DEF,g = x
30064771082,124554051584,REACHING_DEF,"_tmp_1 = [x, x]"
30064771083,124554051584,REACHING_DEF,_tmp_0 = __ecma.Array.factory()
30064771084,68719476746,REACHING_DEF,__ecma.Array.factory()
30064771084,30064771083,REACHING_DEF,__ecma.Array.factory()
30064771087,124554051584,REACHING_DEF,_tmp_0.push(x)
30064771089,124554051584,REACHING_DEF,a = _tmp_1[0]
30064771090,68719476757,REACHING_DEF,_tmp_1[0]
30064771090,68719476754,REACHING_DEF,_tmp_1[0]
30064771090,30064771089,REACHING_DEF,_tmp_1[0]
30064771090,124554051584,REACHING_DEF,_tmp_1[0]
30064771091,124554051584,REACHING_DEF,b = _tmp_1[1]
30064771092,68719476756,REACHING_DEF,_tmp_1[1]
30064771092,30064771091,REACHING_DEF,_tmp_1[1]
30064771092,124554051584,REACHING_DEF,_tmp_1[1]
30064771093,124554051584,REACHING_DEF,"_tmp_3 = [b, a]"
30064771094,124554051584,REACHING_DEF,_tmp_2 = __ecma.Array.factory()
30064771095,68719476760,REACHING_DEF,__ecma.Array.factory()
30064771095,30064771094,REACHING_DEF,__ecma.Array.factory()
30064771095,124554051584,REACHING_DEF,__ecma.Array.factory()
30064771096,124554051584,REACHING_DEF,_tmp_2.push(b)
30064771098,124554051584,REACHING_DEF,_tmp_2.push(a)
30064771100,124554051584,REACHING_DEF,a = _tmp_3[0]
30064771101,68719476771,REACHING_DEF,_tmp_3[0]
30064771101,68719476768,REACHING_DEF,_tmp_3[0]
30064771101,30064771100,REACHING_DEF,_tmp_3[0]
30064771101,124554051584,REACHING_DEF,_tmp_3[0]
30064771102,124554051584,REACHING_DEF,b = _tmp_3[1]
30064771103,68719476770,REACHING_DEF,_tmp_3[1]
30064771103,30064771102,REACHING_DEF,_tmp_3[1]
30064771103,124554051584,REACHING_DEF,_tmp_3[1]
30064771104,124554051584,REACHING_DEF,_tmp_4 = s
30064771105,124554051584,REACHING_DEF,a = _tmp_4.f
30064771106,68719476775,REACHING_DEF,_tmp_4.f
