30064771072,CALL,-1,,,int[] this.arr = new int[4],24,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,,int[]
30064771073,CALL,1,,,this.arr,18,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,,int[]
30064771074,CALL,2,,,new int[4],30,STATIC_DISPATCH,,1,<operator>.alloc,<operator>.alloc,,,2,,,,int[]
30064771075,CALL,-1,,,int x = 1,9,STATIC_DISPATCH,,5,<operator>.assignment,<operator>.assignment,,,2,,,,int
30064771076,CALL,-1,,,x += 2,16,STATIC_DISPATCH,,5,<operator>.assignmentPlus,<operator>.assignmentPlus,,,3,,,,int
30064771077,CALL,-1,,,x++,24,STATIC_DISPATCH,,5,<operator>.postIncrement,<operator>.postIncrement,,,4,,,,int
30064771078,CALL,-1,,,--x,29,STATIC_DISPATCH,,5,<operator>.preDecrement,<operator>.preDecrement,,,5,,,,int
30064771079,CALL,-1,,,s.f = 3,5,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,6,,,,int
30064771080,CALL,1,,,s.f,5,STATIC_DISPATCH,,6,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,,int
30064771081,CALL,-1,,,s.arr[i] = 4,14,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,7,,,,int
30064771082,CALL,1,,,s.arr[i],14,STATIC_DISPATCH,,6,<operator>.indexAccess,<operator>.indexAccess,,,1,,,,int
30064771083,CALL,1,,,s.arr,14,STATIC_DISPATCH,,6,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,,int[]
30064771084,CALL,-1,,,W.g = x,28,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,8,,,,int
30064771085,CALL,1,,,W.g,28,STATIC_DISPATCH,,6,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,,int
30064771086,CALL,-1,,,int y = x = 7,9,STATIC_DISPATCH,,7,<operator>.assignment,<operator>.assignment,,,10,,,,int
30064771087,CALL,2,,,x = 7,13,STATIC_DISPATCH,,7,<operator>.assignment,<operator>.assignment,,,2,,,,int
